,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,state,city
1923,4296177,Silverlake Oasis w/Hot Tub Next To Sunset Junction,2019864,Jason,City of Los Angeles,Silver Lake,34.09532,-118.27955,Entire home/apt,400,30,54,2019-07-29,0.57,1,0,0,HSR19-003502,CA,Los Angeles
1928,4263203,"Contemporary Loft, view of Iconic downtown Towers",22128615,Sanjeev,City of Los Angeles,Downtown,34.04743,-118.25184,Entire home/apt,99,30,61,2022-07-31,0.82,1,0,1,HSR19-003445,CA,Los Angeles
1931,4310757,Beautiful and Cozy Guesthouse,22376246,Zahra,Other Cities,Santa Monica,34.04122,-118.47676,Entire home/apt,160,1,134,2022-07-26,1.39,1,327,31,228523,CA,Los Angeles
1932,4155763,Picfair Village Modern Glam House,13856090,Doris,City of Los Angeles,Mid-City,34.0461,-118.36029,Entire home/apt,285,30,177,2022-04-17,1.93,33,270,2,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1933,4311740,⛨PRIVATE ⛨ Kitchenette+King bed+Wifi+Netflix,14452391,Nidia & Andres,City of Los Angeles,Canoga Park,34.21089,-118.61308,Entire home/apt,120,5,232,2022-08-31,2.44,2,293,33,HSR19-000536,CA,Los Angeles
1935,4270001,The Zen Upstairs,21420324,Ana,City of Los Angeles,Sawtelle,34.02577,-118.44902,Private room,78,2,268,2022-05-06,2.81,1,4,9,HSR21-003104,CA,Los Angeles
1936,4157821,Private Room in Hollywood Hills!,14945824,Maria,City of Los Angeles,Hollywood Hills,34.12437,-118.34827,Private room,140,30,30,2019-07-14,0.31,1,344,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1937,4270516,Boutique house/yard near Westwood - Room #1,457337,Craig,City of Los Angeles,Rancho Park,34.03925,-118.42677,Private room,199,2,31,2022-08-21,0.36,3,364,12,HSR21-000383,CA,Los Angeles
1940,4165927,HEART of LA OASIS,12433164,Ana & Edgar,City of Los Angeles,Carthay,34.05894,-118.37386,Private room,73,30,285,2020-09-07,4.11,6,243,0,HSR20-001548,CA,Los Angeles
1941,4271070,"Spacious 2BR2BA by LAX, SOFI, Venice parking for 2",4865547,Jason,City of Los Angeles,Westchester,33.97276,-118.37505,Entire home/apt,237,3,119,2022-05-09,1.36,1,365,6,HSR20-000712,CA,Los Angeles
1945,4275893,Venice Pro Cleaned & Sanitized Beach House,1448739,Shaahin,City of Los Angeles,Del Rey,33.992973367913905,-118.43847321637632,Entire home/apt,275,30,255,2022-08-17,2.71,1,299,67,HSR20-000432,CA,Los Angeles
1948,4318812,Beautiful room in light & quiet bungalow in Venice,2014711,Sharoz,City of Los Angeles,Venice,33.99317,-118.45921,Private room,200,30,16,2020-02-27,0.26,1,180,0,HSR19-003392,CA,Los Angeles
1954,4455320,Gated Hollywood Pool Villa,23118355,Ashton,City of Los Angeles,Hollywood,34.08547,-118.34166,Entire home/apt,500,3,78,2022-08-14,0.84,43,282,12,HSR19-001200,CA,Los Angeles
1956,4629321,Private Guest House Near Venice,19199108,Chris,City of Los Angeles,Mar Vista,34.0029,-118.4477,Entire home/apt,118,2,219,2022-08-26,2.38,1,89,48,HSR19-002082,CA,Los Angeles
1960,4633279,Ocean View PENTHOUSE! Best location in Long Beach,23993775,Lance,Other Cities,Long Beach,33.76709,-118.18555,Entire home/apt,349,7,10,2022-03-02,0.32,1,154,4,NRP21-00202,CA,Los Angeles
1961,4331882,Enchanting guest suite in Hollywood Hills!,22491481,Robin,City of Los Angeles,Hollywood,34.10068,-118.36057,Entire home/apt,162,5,60,2022-08-30,0.7,2,286,25,HSR20-002729,CA,Los Angeles
1966,4637876,"Quiet/Private/Clean/Spacious:Walkable, Quaint Area",22363,Tom,City of Los Angeles,Atwater Village,34.11588,-118.26083,Entire home/apt,207,1,348,2022-09-05,3.7,2,266,46,HSR19-003514,CA,Los Angeles
1967,4463809,Stunning Hancock Park home + pool + steam room,23159721,Jenn,City of Los Angeles,Windsor Square,34.0726,-118.3151,Entire home/apt,750,30,3,2019-12-28,0.04,1,0,0,HSR19-004963,CA,Los Angeles
1968,4464924,Glorious Laurel Canyon Retreat - perfect location!,1937752,Sarah,City of Los Angeles,Hollywood Hills West,34.10645,-118.36913,Entire home/apt,99,30,100,2022-08-25,1.06,2,65,6,Exempt,CA,Los Angeles
1969,4639002,Mid-Century Getaway in the Heart of Silver Lake,24018492,Tim & Drew,City of Los Angeles,Silver Lake,34.08141,-118.2738,Private room,117,2,310,2022-09-06,3.49,1,8,26,HSR22-001616,CA,Los Angeles
1971,4339227,Charming NoHo guest Studio With  Private entrance.,17893425,Keiko,City of Los Angeles,North Hollywood,34.17659,-118.38559,Entire home/apt,120,1,410,2022-09-07,6.88,2,122,105,HSR19-000773,CA,Los Angeles
1982,4470174,Main Street Loft,10658835,Brandon,City of Los Angeles,Venice,33.99694,-118.47841,Entire home/apt,550,30,2,2018-07-12,0.03,8,365,0,228065,CA,Los Angeles
1983,4672208,3b/2b FULL HOUSE GARDEN & JACUZZI,24168951,Gabriela,Other Cities,West Hollywood,34.08789,-118.35755,Entire home/apt,270,30,1,2020-01-25,0.03,2,333,0,HSR19-000432,CA,Los Angeles
1985,4350361,Hillside House with Period Character near Sunset Boulevard,11345003,Francesco,City of Los Angeles,Studio City,34.13758,-118.38206,Entire home/apt,463,30,80,2020-02-11,0.86,1,89,0,HSR20-000209,CA,Los Angeles
1988,4480520,Classic and Convenient Bungalow in Pasadena,9374760,Hoss & Cathy,Other Cities,Pasadena,34.12998,-118.15777,Entire home/apt,160,4,77,2020-01-08,0.81,1,22,0,5RH2018-00095,CA,Los Angeles
1991,4482047,Charming Garden Cottage in Hancock Park,5461678,Catherine,City of Los Angeles,Hancock Park,34.08057,-118.33049,Entire home/apt,130,30,33,2022-09-04,0.79,1,101,2,HSR19-000098,CA,Los Angeles
1992,4680505,Historic Atwater Village Home,21595592,Todd,City of Los Angeles,Atwater Village,34.11891,-118.26051,Entire home/apt,275,30,20,2016-10-09,0.22,1,100,0,HSR19-003123,CA,Los Angeles
1994,4483969,"Hollywood Home w/ Gardens &  Pool, walk to village",155261,Lindsay,City of Los Angeles,Windsor Square,34.06984,-118.32192,Entire home/apt,1914,30,7,2019-10-07,0.08,1,0,0,HSR22-000359,CA,Los Angeles
1997,4693119,Wind Down in the Hot Tub at a Modern Arts and Crafts Studio,11016274,Jan & Dale,Other Cities,Long Beach,33.76993,-118.13758,Entire home/apt,110,31,384,2022-07-05,4.06,2,281,25,PRP20-00009,CA,Los Angeles
1998,4694175,Charming New Craftsman Studio,9111869,Carolyn,City of Los Angeles,Arlington Heights,34.03885,-118.32156,Entire home/apt,129,4,307,2022-08-29,4.02,2,10,31,HSR21-003075,CA,Los Angeles
2001,4494476,Renovated 3bd Home w/ Front & Back Yards Near York,7231358,Anna,City of Los Angeles,Highland Park,34.11355,-118.2073,Entire home/apt,200,31,14,2022-07-18,0.17,1,320,4,HSR21-002606,CA,Los Angeles
2016,4719647,SPACIOUS CLEAN TOWNHOUSE!,24380675,Brooke,City of Los Angeles,Studio City,34.14529,-118.41732,Entire home/apt,198,30,16,2022-07-17,0.17,1,169,2,HSR19-003914,CA,Los Angeles
2020,4720740,Stunning Architectural Home by Golf Course,24385107,Dylan,Other Cities,Santa Monica,34.00689,-118.46244,Entire home/apt,553,2,178,2022-09-05,1.91,1,286,45,Santa Monica business license (home share):  215505,CA,Los Angeles
2027,4377952,Sunset Views Hillside HotTub Home,22730612,Aimee,City of Los Angeles,Woodland Hills,34.1517,-118.59131,Entire home/apt,560,2,170,2022-08-27,1.79,1,240,31,HSR21-001095,CA,Los Angeles
2032,4386566,The Studio at Venice Beach,5610403,Jesse & Abha,City of Los Angeles,Venice,33.99427,-118.45776,Entire home/apt,145,2,511,2022-09-05,5.33,1,346,71,HSR19-002942,CA,Los Angeles
2035,4525134,Private Apartment in Downtown L.A.,23458539,Kirk,City of Los Angeles,Westlake,34.06419,-118.28036,Entire home/apt,176,1,386,2022-08-30,4.06,1,29,71,HSR19-001948,CA,Los Angeles
